,image_id,grade,pos_x,pos_y,width,height
5768,98945.jpg,C,30,4,709,716
44313,49771.jpg,C,493,314,261,293
23072,48062.jpg,A,319,99,415,356
32663,31428.jpg,A,399,281,254,295
1317,98896.jpg,B,160,97,549,498
37757,95947.jpg,B,522,255,318,277
12698,08026.jpg,B,137,199,402,370
15378,99253.jpg,A,311,83,595,591
30670,67774.jpg,A,597,59,360,254
33865,36344.jpg,C,338,148,362,300
38247,21549.jpg,A,400,141,382,326
38924,54548.jpg,A,456,43,292,252
25951,33174.jpg,C,378,92,434,328
29517,08981.jpg,C,207,88,492,397
25244,38016.jpg,B,556,186,481,417
6522,24502.jpg,A,345,71,533,510
20413,26826.jpg,B,564,218,376,329
20634,71118.jpg,A,496,264,469,401
1240,71051.jpg,C,65,37,662,546
4061,23510.jpg,A,7,7,825,713
4638,34972.jpg,A,1,7,600,713
6988,92230.jpg,C,252,85,737,560
20855,45825.jpg,A,595,148,358,302
40816,21453.jpg,A,502,361,265,206
18373,15306.jpg,A,497,101,414,358
44849,68341.jpg,B,422,415,396,292
34391,15130.jpg,A,196,35,787,672
41998,87038.jpg,B,469,292,307,236
9993,10980.jpg,A,465,185,276,234
5278,95055.jpg,C,42,3,779,717
9446,65106.jpg,A,410,352,315,238
6508,00982.jpg,A,331,225,476,495
41948,42714.jpg,A,474,159,306,325
41347,24363.jpg,A,464,298,302,261
41388,67044.jpg,A,498,208,230,195
3593,95300.jpg,A,3,6,814,714
20426,68045.jpg,B,551,343,407,313
43906,80854.jpg,A,459,272,306,286
4816,02779.jpg,B,7,2,740,694
24593,00153.jpg,A,447,153,419,414
40340,96901.jpg,A,342,138,536,417
15232,86536.jpg,A,290,122,539,533
29503,70926.jpg,C,224,116,555,370
16453,83125.jpg,A,480,66,382,474
33906,14152.jpg,A,420,296,301,289
39797,57610.jpg,A,358,52,484,508
26373,11485.jpg,A,460,348,311,240
3555,24058.jpg,A,37,11,879,709
34874,97368.jpg,A,235,39,683,644
44974,70795.jpg,B,440,356,368,275
8899,26395.jpg,A,435,454,336,244
96,63177.jpg,A,279,120,515,560
22108,08189.jpg,A,454,127,396,419
11026,35878.jpg,B,363,238,336,281
8871,85865.jpg,A,398,328,349,300
15417,58428.jpg,B,368,152,522,568
41633,23555.jpg,B,445,197,335,256
23642,68605.jpg,C,274,81,461,377
16374,67032.jpg,A,557,116,402,463
14944,71876.jpg,B,104,126,444,376
7862,49265.jpg,C,492,303,329,260
9060,61273.jpg,B,323,356,354,259
25836,88301.jpg,A,355,115,417,322
10826,34378.jpg,A,452,114,285,250
37078,43316.jpg,B,584,107,266,287
12210,10755.jpg,A,146,332,373,309
28431,09466.jpg,A,264,227,420,325
24420,70407.jpg,A,587,140,442,483
16589,83162.jpg,B,363,79,506,538
16513,17454.jpg,C,428,25,485,502
1682,83334.jpg,B,221,129,578,507
12435,35807.jpg,A,126,271,361,327
24928,71776.jpg,B,749,165,344,387
38901,02324.jpg,A,414,181,333,242
25947,30219.jpg,A,370,233,382,285
19414,65978.jpg,A,503,228,432,375
11102,70965.jpg,B,375,249,360,308
13552,11861.jpg,A,85,147,437,382
24413,69186.jpg,B,647,138,368,409
6275,18912.jpg,A,288,177,544,531
9891,24857.jpg,A,444,183,277,229
20819,01054.jpg,A,545,131,410,326
13270,08291.jpg,A,51,116,473,388
19576,80189.jpg,A,446,330,503,390
20881,44478.jpg,A,552,122,383,324
20623,96530.jpg,B,477,208,426,386
32406,99041.jpg,A,299,114,410,333
24754,95799.jpg,A,535,127,342,390
28815,41624.jpg,B,199,219,458,352
7465,65653.jpg,A,204,47,745,609
26288,06178.jpg,A,362,94,377,368
33305,40099.jpg,A,371,303,261,296
22476,31340.jpg,A,311,48,460,394
23587,33675.jpg,C,255,70,511,388
43216,14839.jpg,B,498,335,374,364
8415,73558.jpg,A,361,395,305,224
1124,87623.jpg,B,129,30,711,634
1738,75115.jpg,B,56,20,497,415
4018,78218.jpg,B,3,4,793,716
32211,48852.jpg,A,273,103,341,404
123,40590.jpg,A,306,73,572,631
13488,00323.jpg,A,53,183,519,465
20531,36274.jpg,A,514,220,394,350
29318,17585.jpg,B,255,16,427,343
29270,12060.jpg,A,238,112,521,370
43946,05880.jpg,B,405,141,318,240
23572,74605.jpg,A,268,60,517,404
11556,24980.jpg,C,390,191,333,277
36875,54299.jpg,B,527,96,366,242
10732,84318.jpg,A,460,229,298,230
35544,80747.jpg,B,283,69,716,581
12872,66319.jpg,C,69,237,493,376
9952,92654.jpg,A,401,278,310,237
20315,79474.jpg,B,477,170,491,367
36545,29592.jpg,A,530,265,309,230
35173,42443.jpg,A,223,3,715,684
489,13096.jpg,A,167,152,519,460
31242,87892.jpg,A,419,240,224,291
15640,24511.jpg,A,275,66,558,540
14279,33095.jpg,A,0,137,569,393
24250,32961.jpg,A,860,192,330,324
14201,01236.jpg,A,15,134,480,413
22946,54285.jpg,A,335,265,376,320
38269,94380.jpg,A,377,308,393,300
14476,37703.jpg,B,0,133,581,460
19976,29640.jpg,A,529,283,439,346
40910,95385.jpg,A,489,111,259,256
43835,34657.jpg,A,462,221,357,282
3941,27894.jpg,A,17,0,718,720
22585,10572.jpg,A,247,139,448,365
7352,08188.jpg,B,400,32,652,667
4948,33058.jpg,C,15,13,855,707
2226,51237.jpg,A,210,78,503,579
32808,91837.jpg,A,391,383,241,259
28587,98445.jpg,A,291,340,400,319
14470,51460.jpg,C,0,198,558,415
40945,20219.jpg,A,461,186,310,240
22152,78955.jpg,B,411,66,542,337
8496,40125.jpg,B,418,350,325,213
26773,23757.jpg,B,355,64,430,313
6842,33605.jpg,B,338,114,665,496
44893,04985.jpg,A,462,298,302,290
43121,32267.jpg,A,401,188,338,278
7148,54859.jpg,A,407,67,593,566
6855,49450.jpg,A,401,9,586,711
32258,38685.jpg,B,246,168,394,431
3344,34128.jpg,A,85,12,786,708
7437,97315.jpg,B,418,51,665,619
22736,91388.jpg,C,230,100,479,366
18178,54170.jpg,B,374,58,503,351
26487,39443.jpg,C,390,82,397,294
18287,58052.jpg,A,448,91,427,340
34181,16770.jpg,A,214,16,853,596
12115,96248.jpg,A,111,272,339,272
15515,41522.jpg,A,355,102,610,618
30595,37525.jpg,C,302,374,508,334
22974,58120.jpg,A,284,119,412,314
2178,06283.jpg,A,152,13,555,550
43973,00362.jpg,B,405,92,367,323
32372,68958.jpg,A,324,300,287,405
18700,40367.jpg,A,416,150,429,329
42260,12873.jpg,B,497,288,276,240
29914,78122.jpg,B,456,202,364,268
30315,73366.jpg,A,248,394,411,319
9174,51619.jpg,B,420,389,298,226
22187,30321.jpg,C,380,63,453,442
3273,13287.jpg,A,5,5,833,715
29700,52485.jpg,A,228,314,372,296
4584,92700.jpg,C,10,7,763,713
28210,86531.jpg,A,222,122,518,385
2006,20162.jpg,B,216,168,524,500
43353,87857.jpg,A,487,292,326,331
10296,21292.jpg,A,464,109,294,238
14631,31374.jpg,B,0,212,537,409
18135,74377.jpg,A,513,224,457,350
7949,45146.jpg,A,464,195,397,277
31671,37976.jpg,B,415,312,216,222
30742,10703.jpg,B,397,214,426,307
1181,70218.jpg,C,117,89,494,550
17204,73642.jpg,A,611,253,572,443
35451,58104.jpg,B,248,84,643,603
44531,00882.jpg,A,506,232,331,362
24381,48799.jpg,B,647,183,354,352
39329,32120.jpg,A,258,172,467,548
5295,50857.jpg,A,4,10,702,672
13756,15530.jpg,A,15,140,574,470
43702,28714.jpg,A,515,280,302,310
28759,37272.jpg,A,215,121,511,439
12211,58070.jpg,C,81,283,387,259
4,48491.jpg,A,281,148,525,554
17721,11377.jpg,B,558,24,386,562
5800,37271.jpg,C,100,9,805,711
18114,03819.jpg,A,429,61,518,401
9949,52274.jpg,A,433,373,267,236
6125,41545.jpg,A,279,176,640,544
14858,71336.jpg,A,27,168,556,450
8489,00482.jpg,B,413,303,313,243
12898,78718.jpg,A,58,131,457,335
24921,89718.jpg,B,597,148,437,371
30794,03707.jpg,B,504,125,368,287
17638,75430.jpg,B,377,35,454,549
4511,02076.jpg,A,7,5,756,645
25350,15997.jpg,C,246,109,411,473
30136,48205.jpg,A,398,294,331,303
40699,98446.jpg,A,492,35,302,230
37069,37031.jpg,C,555,146,307,260
34207,81735.jpg,B,189,85,754,635
22132,53653.jpg,A,459,42,501,339
37661,38939.jpg,A,620,278,216,238
9967,86126.jpg,A,465,92,282,272
21707,75614.jpg,A,425,224,465,328
41029,85479.jpg,C,482,260,263,221
23136,93191.jpg,A,294,136,469,354
28763,55995.jpg,C,196,80,564,422
2619,90564.jpg,A,382,86,446,512
19261,28873.jpg,A,455,233,463,359
36498,25279.jpg,A,474,321,377,306
25243,10965.jpg,B,309,169,421,414
22857,70449.jpg,A,274,115,457,335
17742,04404.jpg,B,423,66,568,462
37829,39534.jpg,A,587,219,252,258
550,67584.jpg,B,183,186,489,458
11622,32589.jpg,A,408,220,276,265
25067,51618.jpg,A,684,159,346,388
22575,32454.jpg,A,209,124,458,376
43921,99610.jpg,A,424,163,330,311
4912,20419.jpg,A,1,0,633,685
18852,81841.jpg,A,460,142,440,334
8816,96167.jpg,A,403,312,299,242
23929,64352.jpg,B,587,158,301,368
4887,41592.jpg,A,5,4,802,637
26979,65963.jpg,A,327,98,539,408
40487,50963.jpg,C,458,254,301,208
12062,21557.jpg,B,112,225,412,261
8217,57715.jpg,B,435,201,326,211
11329,84603.jpg,B,403,240,317,303
22258,88433.jpg,A,430,205,487,363
20124,76816.jpg,A,504,254,470,373
23708,57717.jpg,B,277,51,489,406
6686,08181.jpg,C,259,272,547,442
25760,00993.jpg,A,338,63,445,331
18560,89546.jpg,A,476,249,480,381
35415,47586.jpg,A,308,39,616,632
36811,97032.jpg,A,587,189,286,320
25142,81484.jpg,B,446,171,401,376
1500,98741.jpg,B,111,15,579,631
4809,72565.jpg,A,0,2,758,632
26578,64571.jpg,A,375,190,442,266
42212,71677.jpg,A,469,286,313,264
528,63403.jpg,A,243,124,442,514
12628,87135.jpg,A,121,197,407,312
35648,30863.jpg,A,283,38,611,502
3508,38526.jpg,C,69,13,809,707
41329,87572.jpg,A,458,223,254,224
17253,40483.jpg,A,385,37,473,461
38149,27865.jpg,A,555,137,312,312
4747,27520.jpg,C,8,3,800,717
10172,08201.jpg,A,458,226,261,244
314,97688.jpg,A,228,70,519,492
16846,47761.jpg,A,494,132,409,507
36652,50274.jpg,A,490,318,368,256
9700,05798.jpg,A,449,319,292,236
15624,11198.jpg,B,371,114,531,606
24639,73688.jpg,C,283,189,405,355
43696,17115.jpg,A,474,305,362,319
5654,47271.jpg,A,2,5,739,715
21592,06034.jpg,A,447,100,428,336
23668,63685.jpg,A,209,165,468,355
34061,85025.jpg,A,256,224,434,305
8815,14327.jpg,A,411,371,317,244
21509,12985.jpg,A,494,94,439,276
4867,04804.jpg,B,4,5,678,706
20276,72506.jpg,A,504,49,410,371
16067,35157.jpg,A,506,177,499,457
11230,43061.jpg,A,431,253,268,272
10876,43204.jpg,A,453,260,307,238
4060,09759.jpg,A,14,17,790,703
31924,47436.jpg,A,279,50,347,361
34799,68292.jpg,A,256,13,742,627
44276,29475.jpg,A,475,432,288,245
34404,60052.jpg,A,302,13,712,643
24425,23350.jpg,C,652,114,326,395
16304,55246.jpg,A,605,241,459,382
104,02638.jpg,A,207,106,590,536
44940,79358.jpg,C,461,372,333,297
20559,82918.jpg,B,574,200,370,319
37096,29888.jpg,A,559,105,281,246
37686,49566.jpg,B,529,232,335,270
35383,19365.jpg,B,269,69,766,593
749,09074.jpg,A,163,134,488,446
18899,62714.jpg,A,454,165,471,382
10646,09149.jpg,A,378,333,309,260
43875,79452.jpg,B,414,143,391,308
19997,15801.jpg,A,493,220,381,334
10907,86244.jpg,A,409,425,320,244
28475,23858.jpg,C,299,479,386,241
38278,03144.jpg,A,422,101,380,329
2770,63653.jpg,A,111,252,394,436
32871,88477.jpg,A,429,235,231,236
34708,96204.jpg,A,303,58,673,662
32838,73863.jpg,A,397,72,241,265
8161,67547.jpg,B,514,277,317,271
4144,40144.jpg,A,12,5,730,715
44263,37242.jpg,C,451,378,320,257
36949,24032.jpg,A,525,140,380,284
7132,87734.jpg,C,428,12,617,695
15084,81760.jpg,A,501,64,509,558
36960,52388.jpg,A,567,149,286,284
23357,78052.jpg,A,312,105,442,330
42682,92919.jpg,B,488,182,302,278
36045,14752.jpg,B,467,97,348,328
34892,91967.jpg,A,163,67,747,648
1274,36283.jpg,A,164,66,618,591
11514,57641.jpg,B,384,236,295,231
1866,64578.jpg,B,191,108,519,497
25393,70419.jpg,A,364,184,371,437
13236,21171.jpg,A,36,138,524,481
10317,03119.jpg,A,426,405,321,243
33146,76188.jpg,A,399,128,264,277
16898,66149.jpg,B,411,141,543,390
18536,59487.jpg,A,504,119,441,357
7955,39780.jpg,C,455,138,420,291
30329,05385.jpg,A,480,238,364,243
18450,58404.jpg,A,500,126,394,315
24314,16797.jpg,B,672,198,361,347
43202,82922.jpg,B,507,165,303,334
11042,10493.jpg,A,374,240,327,319
21784,84704.jpg,A,473,43,491,329
22545,63742.jpg,A,287,85,441,358
19211,53571.jpg,A,442,201,506,484
42199,65513.jpg,A,464,221,283,240
28141,62349.jpg,B,337,96,533,426
43673,70128.jpg,A,493,256,311,274
862,91624.jpg,A,239,113,556,524
290,59857.jpg,A,266,140,507,529
37701,32460.jpg,B,594,137,297,334
20010,44781.jpg,A,491,77,434,337
27560,31890.jpg,C,374,114,458,367
37042,74541.jpg,B,533,139,307,294
6751,71901.jpg,A,343,29,556,661
35639,22231.jpg,B,176,78,691,524
39100,21063.jpg,A,271,229,484,466
39903,82365.jpg,A,236,59,638,476
5810,93378.jpg,A,57,1,839,719
32578,13506.jpg,A,363,276,258,231
25454,65502.jpg,A,406,149,384,408
28715,20675.jpg,A,244,248,456,337
40342,11960.jpg,A,271,211,453,439
35079,11315.jpg,A,298,39,726,633
40822,38035.jpg,A,456,351,287,224
9186,19604.jpg,A,422,310,288,223
42113,90743.jpg,A,426,195,387,283
848,91051.jpg,A,323,60,609,609
15499,05386.jpg,A,386,104,616,566
41773,52630.jpg,B,440,59,331,249
23069,85794.jpg,A,278,93,414,369
28042,60655.jpg,B,365,195,491,376
16641,19778.jpg,A,494,91,542,536
44852,88683.jpg,A,476,198,318,285
37668,24909.jpg,A,539,168,347,297
33419,92214.jpg,A,403,338,249,325
23182,63619.jpg,A,262,74,488,356
39788,37993.jpg,A,244,113,526,482
28380,43980.jpg,B,343,264,392,352
36016,07288.jpg,B,464,32,381,307
34757,98113.jpg,A,143,22,689,675
6304,93849.jpg,C,466,36,606,515
18545,85200.jpg,A,492,73,433,391
8688,18030.jpg,A,436,382,259,232
14622,91959.jpg,B,49,127,516,427
41901,98933.jpg,C,506,235,270,256
24316,28182.jpg,C,840,151,406,395
28023,81632.jpg,A,327,257,463,395
15155,32782.jpg,A,484,44,477,592
21151,85968.jpg,B,400,150,498,321
12964,27127.jpg,A,75,226,416,348
43280,53089.jpg,A,507,387,314,297
1252,68101.jpg,B,140,93,594,505
36448,02729.jpg,A,448,111,459,309
40692,08175.jpg,A,472,194,273,233
2788,85570.jpg,A,73,191,433,422
30401,41072.jpg,A,391,280,452,288
1940,41362.jpg,B,206,60,450,510
20176,20810.jpg,A,586,147,389,424
44416,35380.jpg,A,473,367,371,272
38560,03734.jpg,B,459,49,319,367
10854,08650.jpg,A,452,303,244,214
15547,95331.jpg,A,264,106,586,593
39490,38957.jpg,B,282,46,498,638
24556,18432.jpg,B,455,135,399,445
10345,55868.jpg,A,395,430,320,262
40900,33744.jpg,A,438,155,295,242
18892,60556.jpg,A,504,213,442,368
40976,43686.jpg,A,502,140,304,225
16362,05504.jpg,A,666,253,394,444
6471,47504.jpg,A,137,242,579,469
2583,09655.jpg,A,129,131,436,535
11015,89506.jpg,B,378,240,340,294
37550,05714.jpg,A,555,137,316,299
9035,60915.jpg,A,386,473,312,192
40545,85075.jpg,C,445,270,290,238
31659,42597.jpg,A,429,128,274,223
43643,70875.jpg,A,458,316,369,264
27121,06136.jpg,A,292,51,522,418
27516,43428.jpg,A,307,96,451,366
41791,79105.jpg,A,465,87,336,254
35356,36130.jpg,B,272,80,623,467
41854,80993.jpg,B,478,158,352,225
19972,14689.jpg,B,500,62,458,439
297,44705.jpg,A,229,141,501,471
24300,67439.jpg,B,764,185,341,357
27715,25642.jpg,A,326,339,456,340
474,63167.jpg,A,222,157,453,471
18014,73795.jpg,B,432,95,460,365
44142,36302.jpg,C,430,332,354,333
39255,80974.jpg,A,228,200,576,490
30024,79383.jpg,A,335,350,451,294
40494,08320.jpg,A,477,302,275,260
24149,42792.jpg,B,696,156,375,399
41694,36061.jpg,B,491,104,329,238
2726,47841.jpg,A,124,261,377,385
27429,00406.jpg,A,308,97,443,362
24627,59679.jpg,A,558,149,342,411
35010,02586.jpg,A,201,49,792,671
5748,09871.jpg,A,8,8,720,672
17948,61614.jpg,A,502,123,513,475
18561,59572.jpg,A,481,18,442,356
44111,78270.jpg,A,411,279,323,262
30616,91152.jpg,A,623,32,370,256
32918,54725.jpg,A,357,282,291,233
28185,21999.jpg,B,275,164,503,394
24719,86148.jpg,B,479,196,383,361
18791,72469.jpg,B,469,256,512,394
18764,18547.jpg,A,472,262,462,364
39790,79733.jpg,C,326,59,438,555
28998,84003.jpg,A,287,203,442,376
24213,36888.jpg,B,604,175,353,336
10106,60106.jpg,C,428,423,288,246
17273,92220.jpg,A,452,76,425,490
23303,18690.jpg,A,279,90,454,350
43598,92396.jpg,B,501,293,299,343
30323,16653.jpg,A,650,48,348,225
15888,33660.jpg,C,536,192,478,481
17211,60421.jpg,A,539,174,439,415
21341,03083.jpg,A,494,116,436,373
8393,54302.jpg,A,419,413,304,232
42347,84787.jpg,B,497,285,265,213
27209,09304.jpg,A,367,158,443,354
27341,01527.jpg,C,350,302,452,359
6614,98802.jpg,C,410,34,441,503
3216,93512.jpg,A,6,3,884,717
17685,77876.jpg,A,459,78,541,571
10157,08085.jpg,A,465,204,259,225
2531,66928.jpg,A,6,326,414,370
34674,02493.jpg,A,137,16,761,630
30983,63721.jpg,A,406,251,254,291
18281,25941.jpg,B,436,115,504,372
4235,87225.jpg,C,8,13,704,707
12504,20628.jpg,B,158,203,401,322
33847,44474.jpg,A,361,303,298,269
33128,32651.jpg,A,369,269,294,281
44590,58087.jpg,B,480,176,337,292
5715,17774.jpg,A,1,4,742,716
23187,33478.jpg,C,272,15,409,373
23542,50418.jpg,C,237,58,477,372
4380,01452.jpg,B,6,14,745,668
38814,89791.jpg,A,413,184,338,247
20568,38493.jpg,B,477,214,464,423
16893,19356.jpg,B,477,77,445,530
32286,65557.jpg,A,272,104,380,346
29345,74155.jpg,C,306,247,415,349
43194,51146.jpg,A,420,141,435,332
25859,10078.jpg,A,402,120,413,317
42927,51341.jpg,B,452,173,333,312
11788,85556.jpg,B,155,279,341,300
10830,71647.jpg,A,449,260,275,251
8612,18275.jpg,A,391,335,288,228
25711,62649.jpg,A,351,59,435,352
2861,76926.jpg,A,236,109,411,496
3421,78870.jpg,A,94,27,796,674
3512,67347.jpg,A,46,4,835,716
520,54431.jpg,A,173,239,463,427
34004,16478.jpg,A,355,183,335,332
19894,19951.jpg,A,535,121,380,374
3561,08348.jpg,A,2,8,817,712
7348,77469.jpg,A,301,11,623,692
11154,26736.jpg,B,331,286,328,281
118,72202.jpg,A,275,73,563,520
44387,85633.jpg,B,531,304,274,239
22436,00632.jpg,A,358,173,342,332
26199,50662.jpg,A,428,271,344,266
20894,18936.jpg,C,517,115,376,335
17696,34346.jpg,B,511,160,491,479
43054,78147.jpg,B,441,309,376,246
18144,71530.jpg,A,526,94,444,421
42561,56065.jpg,A,472,192,308,276
40396,04124.jpg,A,314,193,494,382
33625,17110.jpg,B,392,311,256,218
41444,55788.jpg,C,468,114,263,275
43840,26752.jpg,B,439,169,312,274
41471,64455.jpg,A,476,247,279,218
21469,23004.jpg,A,455,47,457,377
9088,92672.jpg,A,356,366,358,256
13590,29369.jpg,A,67,143,398,421
41858,46593.jpg,A,533,20,249,290
7740,88630.jpg,B,373,182,487,318
38159,02555.jpg,A,615,259,207,258
18053,06547.jpg,A,446,63,401,344
18126,26235.jpg,A,453,225,502,410
17636,96665.jpg,B,414,20,448,539
30523,20524.jpg,A,390,279,406,268
717,40953.jpg,A,285,120,527,490
25992,53577.jpg,A,407,218,343,252
9893,70095.jpg,A,410,316,293,240
31380,05016.jpg,A,447,89,276,242
34429,76844.jpg,C,256,4,566,649
32807,02756.jpg,A,403,455,240,236
30083,86304.jpg,A,482,173,326,258
3930,80139.jpg,C,6,8,784,712
20944,52645.jpg,A,518,277,424,351
33794,22897.jpg,B,399,230,316,310
28132,23968.jpg,C,285,131,574,386
38552,91159.jpg,B,430,140,331,311
501,59526.jpg,C,336,81,519,531
21253,24965.jpg,C,469,77,406,376
38277,46651.jpg,A,483,211,307,287
44227,07344.jpg,A,408,312,359,288
40747,98348.jpg,A,485,404,256,218
22392,51480.jpg,B,284,105,449,423
6065,77660.jpg,A,287,155,540,535
25667,81170.jpg,A,575,192,292,342
74,89389.jpg,B,343,43,544,655
11051,47599.jpg,A,362,220,384,270
18380,22241.jpg,A,525,10,393,369
19348,63501.jpg,A,429,11,478,410
44676,40890.jpg,A,441,266,406,304
26549,21158.jpg,A,339,127,390,313
21831,83212.jpg,B,385,93,472,439
14724,47100.jpg,A,29,181,521,394
42503,51449.jpg,A,457,223,375,274
828,86182.jpg,B,346,122,493,450
19548,36329.jpg,A,430,41,490,379
17488,94420.jpg,A,715,242,392,427
22255,25584.jpg,A,435,52,520,403
36714,09941.jpg,A,550,228,299,227
37648,82838.jpg,A,555,233,314,291
14965,18401.jpg,C,23,177,544,463
3318,87465.jpg,A,56,6,908,714
37323,02563.jpg,A,553,175,303,261
31850,60516.jpg,A,289,134,352,318
9926,83856.jpg,A,426,450,293,249
44556,96969.jpg,A,454,170,357,278
13817,89646.jpg,A,61,161,510,433
40932,35461.jpg,A,543,392,192,247
20478,94823.jpg,B,505,139,441,401
6713,45552.jpg,A,302,14,631,681
38325,85962.jpg,C,433,123,349,305
9422,12368.jpg,C,422,355,286,240
14646,08676.jpg,C,10,125,516,430
44170,31772.jpg,A,444,379,323,237
18853,13778.jpg,A,458,231,484,319
6234,27533.jpg,A,271,262,511,458
40662,37987.jpg,A,482,110,296,242
6656,20491.jpg,A,355,178,603,481
9435,74011.jpg,A,405,356,286,220
36459,61895.jpg,A,488,71,417,356
33215,81343.jpg,A,375,259,276,260
12700,05407.jpg,A,212,272,333,351
7562,71387.jpg,C,446,185,409,311
22451,23289.jpg,A,329,136,388,336
24524,72073.jpg,C,682,191,346,414
21210,42173.jpg,A,465,74,466,354
937,06700.jpg,C,270,146,540,536
30759,91912.jpg,B,607,46,426,227
3662,41769.jpg,A,53,6,783,714
29390,23479.jpg,A,230,83,458,354
24360,88167.jpg,A,738,136,327,354
31928,11499.jpg,C,322,13,294,368
7191,89363.jpg,A,380,6,640,686
29406,79558.jpg,C,307,130,381,353
36770,92787.jpg,A,547,96,351,287
25397,98242.jpg,A,269,106,431,404
8750,80980.jpg,B,457,300,360,216
9837,19946.jpg,A,428,391,297,239
18846,10218.jpg,A,425,41,536,378
377,41233.jpg,B,303,142,477,508
4359,19786.jpg,A,5,5,700,715
28942,04458.jpg,C,176,53,565,396
19566,68810.jpg,A,472,284,412,378
41018,61962.jpg,A,480,250,267,223
16446,73080.jpg,A,525,76,378,473
19507,70818.jpg,A,424,199,529,392
17492,80299.jpg,A,595,243,435,366
2054,12500.jpg,A,170,67,534,482
31153,63888.jpg,A,367,216,301,225
13956,11268.jpg,A,37,102,487,443
27149,83614.jpg,A,296,142,487,434
44088,82054.jpg,A,462,322,293,246
3208,85081.jpg,A,6,8,880,712
38675,12930.jpg,C,402,283,344,272
3381,41306.jpg,A,57,7,784,700
21892,28503.jpg,A,422,85,470,357
5693,94088.jpg,B,1,5,846,715
42931,32432.jpg,B,454,167,351,330
9841,45197.jpg,A,417,290,276,237
42228,94152.jpg,B,436,212,360,256
8814,09829.jpg,B,401,369,307,225
18757,10738.jpg,A,468,56,443,385
15100,14884.jpg,A,458,16,567,512
25896,92267.jpg,A,387,257,376,263
9968,62724.jpg,A,419,298,264,229
35235,41608.jpg,A,280,12,745,622
12472,47723.jpg,B,85,320,403,286
26767,80940.jpg,B,345,22,437,349
38178,51626.jpg,C,579,194,303,272
17561,66720.jpg,A,529,136,561,472
22213,34078.jpg,A,362,152,516,315
15130,37197.jpg,A,504,121,569,555
17393,77771.jpg,A,390,2,433,485
4219,57556.jpg,B,0,6,820,714
10311,20708.jpg,C,387,358,328,250
7020,95364.jpg,A,395,25,598,679
40651,71032.jpg,C,517,341,212,189
6484,53995.jpg,A,506,111,532,513
23864,02618.jpg,B,710,148,418,452
6406,95683.jpg,A,540,60,466,477
20004,42533.jpg,A,423,245,494,333
146,50620.jpg,A,201,136,515,495
100,45100.jpg,A,265,151,466,505
43736,56140.jpg,A,511,269,331,258
4879,10247.jpg,C,107,6,892,714
11526,76611.jpg,C,379,226,379,271
28111,56273.jpg,B,345,93,455,368
38372,58272.jpg,C,406,143,403,320
12198,24678.jpg,B,136,338,394,288
37744,87247.jpg,A,545,112,305,279
41293,01226.jpg,A,500,138,260,230
1016,70323.jpg,B,285,73,637,565
10123,00178.jpg,A,357,349,335,255
10367,32134.jpg,A,421,320,276,224
5168,98990.jpg,A,0,7,744,713
21301,38369.jpg,A,452,94,380,316
10276,16717.jpg,A,418,278,306,252
9102,00259.jpg,A,396,380,308,222
7646,93844.jpg,B,496,158,347,280
40661,99831.jpg,A,489,383,266,200
43265,06379.jpg,A,500,313,334,303
31431,92143.jpg,B,410,187,294,241
22056,78653.jpg,A,439,318,416,287
38514,83896.jpg,C,384,199,406,278
32101,92084.jpg,A,280,226,369,321
26429,08596.jpg,A,334,170,435,270
16313,59830.jpg,A,656,180,588,452
13352,91832.jpg,A,35,234,476,373
26469,68128.jpg,C,364,86,433,334
11868,39973.jpg,B,159,283,341,321
38688,94553.jpg,A,435,160,316,253
17073,48271.jpg,A,460,9,386,488
